Post id,Date,Impressions,Likes,Engagements,Bookmarks,Shares,New follows,Replies,Reposts,Profile visits,Detail Expands,URL Clicks,Hashtag Clicks,Permalink Clicks,DayOfWeek,DayOfWeek_Num,Engagement_Rate,Like_Rate,Reply_Rate,Repost_Rate
1.9304e+18,2025-06-04,102,1,5,0,0,0,0,0,3,1,0,0,0,Wednesday,2,4.901960784313726,0.9803921568627451,0.0,0.0
1.93035e+18,2025-06-04,4625,85,531,7,1,3,19,28,304,61,0,0,0,Wednesday,2,11.481081081081081,1.8378378378378377,0.41081081081081083,0.6054054054054054
1.93024e+18,2025-06-04,2713,244,573,8,1,1,271,5,11,28,0,0,0,Wednesday,2,21.120530777736825,8.993733873940288,9.98894213048286,0.18429782528566163
1.93006e+18,2025-06-04,156,2,4,0,0,0,0,0,2,0,0,0,0,Wednesday,2,2.564102564102564,1.282051282051282,0.0,0.0
1.92997e+18,2025-06-03,2423,64,217,1,0,6,71,2,13,61,0,0,0,Tuesday,1,8.955839867932315,2.6413536937680564,2.9302517540239372,0.08254230293025176
1.92988e+18,2025-06-03,3636,296,700,16,0,2,319,6,29,36,1,0,0,Tuesday,1,19.251925192519252,8.14081408140814,8.773377337733773,0.16501650165016502
1.9297e+18,2025-06-03,2476,182,417,13,0,1,181,3,20,21,0,0,0,Tuesday,1,16.84168012924071,7.350565428109855,7.310177705977383,0.12116316639741519
1.92966e+18,2025-06-02,1111,40,70,1,0,0,19,1,6,4,0,0,0,Monday,0,6.300630063006301,3.6003600360036003,1.7101710171017102,0.09000900090009001
1.92962e+18,2025-06-02,1867,54,157,2,0,1,34,2,36,30,0,0,0,Monday,0,8.409212640599893,2.89234065345474,1.821103374397429,0.10712372790573112
1.9296e+18,2025-06-02,1989,90,167,6,0,1,48,5,7,16,0,0,0,Monday,0,8.396178984414277,4.524886877828054,2.413273001508296,0.2513826043237808
1.92957e+18,2025-06-02,762,15,36,1,0,0,8,0,4,9,0,0,0,Monday,0,4.724409448818897,1.968503937007874,1.0498687664041995,0.0
1.9295e+18,2025-06-02,3755,317,741,16,0,4,323,8,37,37,0,0,0,Monday,0,19.73368841544607,8.442077230359521,8.601864181091877,0.21304926764314247
1.92913e+18,2025-06-01,4517,364,851,17,0,4,360,15,41,51,0,0,0,Sunday,6,18.83993801195484,8.05844587115342,7.9698915209209655,0.3320788133717069
1.92885e+18,2025-05-31,3528,198,407,4,0,3,129,9,37,31,0,0,0,Saturday,5,11.536281179138323,5.612244897959184,3.6564625850340136,0.25510204081632654
1.92877e+18,2025-05-31,4560,349,773,15,0,2,320,8,33,41,0,0,0,Saturday,5,16.95175438596491,7.6535087719298245,7.017543859649122,0.17543859649122806
1.92862e+18,2025-05-31,2838,244,504,6,0,1,198,4,18,26,0,0,0,Saturday,5,17.758985200845668,8.597603946441156,6.976744186046512,0.14094432699083861
1.92855e+18,2025-05-30,1312,64,167,0,0,0,18,0,12,8,0,0,0,Friday,4,12.728658536585366,4.878048780487805,1.3719512195121952,0.0
1.92853e+18,2025-05-30,1418,80,207,1,0,0,28,2,7,15,0,0,0,Friday,4,14.598025387870239,5.6417489421720735,1.9746121297602257,0.14104372355430184
1.92852e+18,2025-05-30,993,25,50,0,0,0,14,0,4,7,0,0,0,Friday,4,5.0352467270896275,2.5176233635448138,1.4098690835850958,0.0
1.9285e+18,2025-05-30,967,28,49,0,0,0,6,3,0,12,0,0,0,Friday,4,5.067218200620475,2.8955532574974145,0.6204756980351602,0.3102378490175801
1.92849e+18,2025-05-30,1441,45,88,0,0,0,29,0,4,10,0,0,0,Friday,4,6.106870229007633,3.1228313671061763,2.012491325468425,0.0
1.9284e+18,2025-05-30,4504,360,815,19,0,2,365,11,24,38,0,0,0,Friday,4,18.095026642984013,7.992895204262878,8.103907637655418,0.24422735346358795
1.9282e+18,2025-05-29,164,2,7,0,0,0,1,0,2,2,0,0,0,Thursday,3,4.2682926829268295,1.2195121951219512,0.6097560975609756,0.0
1.92817e+18,2025-05-29,4486,201,457,5,0,5,142,7,27,75,0,0,0,Thursday,3,10.187249219794918,4.480606330806955,3.1654034774855107,0.1560410164957646
1.92809e+18,2025-05-29,1637,41,136,2,0,0,9,3,44,25,4,0,0,Thursday,3,8.307880268784363,2.504581551618815,0.5497861942577886,0.1832620647525962
1.92805e+18,2025-05-29,4199,302,707,6,0,1,313,5,43,27,0,0,0,Thursday,3,16.837342224339128,7.192188616337224,7.454155751369374,0.11907597046915933
1.92779e+18,2025-05-28,2445,85,209,1,0,2,68,0,17,37,0,0,0,Wednesday,2,8.548057259713701,3.476482617586912,2.78118609406953,0.0
1.92767e+18,2025-05-28,4103,301,709,9,0,2,327,1,20,42,0,0,0,Wednesday,2,17.28003899585669,7.336095539848891,7.969778211065075,0.024372410431391666
1.92743e+18,2025-05-27,7860,223,472,2,0,0,166,4,46,33,0,0,0,Tuesday,1,6.005089058524173,2.837150127226463,2.111959287531807,0.05089058524173028
1.92734e+18,2025-05-27,4940,414,849,17,0,3,329,4,39,35,0,0,0,Tuesday,1,17.186234817813766,8.380566801619434,6.659919028340081,0.08097165991902834
1.92707e+18,2025-05-26,1429,81,140,0,0,1,30,3,10,15,0,0,0,Monday,0,9.79706088173548,5.668299510146956,2.099370188943317,0.2099370188943317
1.92697e+18,2025-05-26,3196,404,791,10,0,4,321,8,14,27,0,0,0,Monday,0,24.749687108886107,12.640801001251564,10.043804755944931,0.2503128911138924
1.92673e+18,2025-05-25,2086,91,184,3,0,2,41,4,23,23,0,0,0,Sunday,6,8.820709491850431,4.3624161073825505,1.9654841802492808,0.19175455417066153
1.92667e+18,2025-05-25,2104,77,220,4,0,0,15,17,31,73,0,0,0,Sunday,6,10.456273764258556,3.6596958174904946,0.7129277566539924,0.8079847908745247
1.9266e+18,2025-05-25,3883,288,645,6,0,2,287,5,24,28,0,0,0,Sunday,6,16.61086788565542,7.416945660571724,7.39119237702807,0.12876641771825909
1.92629e+18,2025-05-24,1731,62,120,1,0,1,32,1,7,17,0,0,0,Saturday,5,6.932409012131716,3.581744656268053,1.848642403235124,0.05777007510109763
1.92624e+18,2025-05-24,4947,282,690,9,0,1,306,5,45,38,0,0,0,Saturday,5,13.947847180109157,5.700424499696786,6.185567010309279,0.1010713563776026
1.92604e+18,2025-05-23,51,1,4,0,0,0,1,0,1,1,0,0,0,Friday,4,7.8431372549019605,1.9607843137254901,1.9607843137254901,0.0
1.92604e+18,2025-05-23,3253,131,340,1,1,2,99,7,55,46,0,0,0,Friday,4,10.451890562557638,4.027051952044267,3.0433446049800184,0.21518598217030432
1.92595e+18,2025-05-23,4582,141,364,5,0,8,101,5,80,29,0,0,0,Friday,4,7.944129201222173,3.077258838934963,2.2042776080314272,0.10912265386294195
1.92587e+18,2025-05-23,4182,304,720,9,1,3,308,4,33,63,0,0,0,Friday,4,17.216642754662843,7.269249163079866,7.364897178383549,0.09564801530368246
1.92573e+18,2025-05-23,1013,28,61,0,0,0,22,0,8,3,0,0,0,Friday,4,6.021717670286279,2.7640671273445214,2.171767028627838,0.0
1.92566e+18,2025-05-22,1348,61,93,1,0,0,22,1,4,5,0,0,0,Thursday,3,6.899109792284866,4.525222551928784,1.6320474777448073,0.0741839762611276
1.92564e+18,2025-05-22,11,1,1,0,0,0,0,0,0,0,0,0,0,Thursday,3,9.090909090909092,9.090909090909092,0.0,0.0
1.92564e+18,2025-05-22,10,0,1,0,0,0,0,0,1,0,0,0,0,Thursday,3,10.0,0.0,0.0,0.0
1.92562e+18,2025-05-22,1719,51,107,2,0,1,34,2,7,12,0,0,0,Thursday,3,6.224549156486329,2.966841186736475,1.977894124490983,0.11634671320535195
1.92559e+18,2025-05-22,1393,48,78,3,0,1,15,1,4,9,0,0,0,Thursday,3,5.599425699928212,3.4458004307250536,1.0768126346015794,0.07178750897343862
1.92558e+18,2025-05-22,90,0,4,0,0,0,0,0,4,0,0,0,0,Thursday,3,4.444444444444445,0.0,0.0,0.0
1.92558e+18,2025-05-22,153,2,7,0,0,0,0,0,4,1,0,0,0,Thursday,3,4.57516339869281,1.3071895424836601,0.0,0.0
1.92554e+18,2025-05-22,1115,37,65,2,0,0,13,0,1,14,0,0,0,Thursday,3,5.829596412556054,3.3183856502242155,1.1659192825112108,0.0
1.92551e+18,2025-05-22,3706,302,712,6,0,1,306,9,43,29,0,0,0,Thursday,3,19.21208850512682,8.148947652455478,8.256880733944955,0.24284943335132217
